ECE,290
CSE,258
EEE,76
IT,128
MECH,78
PROD,56
CIVIL,95
CHEM,63
Bio-Tech,42
MCA,14
MTech/CSE,27
MTech/CNIS,5
M.E/ECE,7
M.E/VLSI,7
M.E/EEE,9
M.E/Cad/Cam,1
M.E/THERMAL,3
M.E/CIVIL,0
MBA,17
