Bio-Tech,19
Chem,33
Civil,44
CSE,291
ECE,297
EEE,121
IT,187
Mech,93
Prod,32
MCA,11
MTech/CSE,0
MTech/CNIS,0
M.E/ECE,1
M.E/VLSI,0
M.E/EEE,0
M.E/Cad/Cam,0
M.E/THERMAL,0
M.E/Civil,0
MBA,88
