ECE,275
CSE,302
EEE,80
IT,215
MECH,115
PROD,17
CIVIL,33
CHEM,34
Bio-Tech,19
MCA,28
MTech/CSE,9
MTech/CNIS,0
M.E/ECE,3
M.E/VLSI,1
M.E/EEE,1
M.E/Cad/Cam,0
M.E/THERMAL,0
M.E/CIVIL,0
MBA,88
