ECE,364
CSE,258
EEE,117
IT,106
MECH,175
PROD,68
CIVIL,97
CHEM,47
Bio-Tech,37
MCA,12
MTech/CSE,5
MTech/CNIS,1
M.E/ECE,5
M.E/VLSI,12
M.E/EEE,2
M.E/Cad/Cam,1
M.E/THERMAL,1
M.E/CIVIL,0
MBA,40
