ECE,223
CSE,287
EEE,60
IT,95
MECH,89
PROD,25
CIVIL,41
CHEM,32
Bio-Tech,13
MCA,10
MTech/CSE,3
MTech/CNIS,1
M.E/ECE,0
M.E/VLSI,3
M.E/EEE,0
M.E/Cad/Cam,1
M.E/Thermal,0
M.E/Civil,0
MBA,76
