ECE,318
CSE,356
EEE,129
IT,122
MECH,147
PROD,42
CIVIL,80
CHEM,51
Bio-Tech,44
MCA,10
MTech/CSE,6
MTech/CNIS,1
M.E/ECE,0
M.E/VLSI,0
M.E/EEE,3
M.E/Cad/Cam,4
M.E/Thermal,0
M.E/Civil,0
MBA,53
